cycle,sim_time,jobs_finished,queue_len,util,jobs_running,cycle_ms,selected_policy,jobs_run,mcts_iterations
1,1701412267,0,1,1.0000,0,0.0042,SRF,1,0
2,1701412355,0,1,0.6774,1,0.0023,SRF,1,0
3,1701412420,0,1,0.3548,2,0.0017,SRF,1,0
4,1701412809,1,0,0.3548,2,0.0013,NONE,0,0
5,1701412869,2,0,0.6774,1,0.0009,NONE,0,0
6,1701412927,3,0,1.0000,0,0.0009,NONE,0,0
7,1701417751,3,1,1.0000,0,0.0016,SRF,1,0
8,1701419987,4,0,1.0000,0,0.0008,NONE,0,0
9,1701434555,4,1,1.0000,0,0.0012,SRF,1,0
10,1701438308,4,1,0.9355,1,0.0016,SRF,1,0
11,1701439220,5,0,0.9355,1,0.0010,NONE,0,0
12,1701439448,6,0,1.0000,0,0.0009,NONE,0,0
13,1701439797,6,1,1.0000,0,0.0014,SRF,1,0
14,1701439830,6,1,0.9798,1,0.0014,SRF,1,0
15,1701442523,7,0,0.9355,1,0.0009,NONE,0,0
16,1701443007,7,1,0.9355,1,0.0014,SRF,1,0
17,1701445200,8,0,0.9798,1,0.0008,NONE,0,0
18,1701445622,8,1,0.9798,1,0.0057,SRF,1,0
19,1701445624,8,1,0.9294,2,0.0015,SRF,1,0
20,1701445626,8,1,0.8790,3,0.0015,SRF,1,0
21,1701445628,8,1,0.8286,4,0.0023,SRF,1,0
22,1701445631,8,1,0.7782,5,0.0024,SRF,1,0
23,1701445633,8,1,0.7278,6,0.0016,SRF,1,0
24,1701445635,8,1,0.6774,7,0.0019,SRF,1,0
25,1701445637,8,1,0.6270,8,0.0017,SRF,1,0
26,1701445639,8,1,0.5766,9,0.0016,SRF,1,0
27,1701445642,8,1,0.5262,10,0.0015,SRF,1,0
28,1701446414,8,1,0.4758,11,0.0015,SRF,1,0
29,1701447169,8,1,0.1774,12,0.0015,SRF,1,0
30,1701449418,8,1,0.1129,13,0.0021,SRF,1,0
31,1701449432,9,0,0.1129,13,0.0012,NONE,0,0
32,1701450043,9,1,0.1129,13,0.0017,SRF,1,0
33,1701450053,10,0,0.1129,13,0.0012,NONE,0,0
34,1701450207,11,0,0.1331,12,0.0011,NONE,0,0
35,1701451033,11,1,0.1331,12,0.0016,SRF,1,0
36,1701451192,12,0,0.1331,12,0.0011,NONE,0,0
37,1701451776,12,1,0.1331,12,0.0015,SRF,1,0
38,1701451786,13,0,0.1331,12,0.0011,NONE,0,0
39,1701452130,13,1,0.1331,12,0.0016,SRF,1,0
40,1701452392,13,1,0.0020,13,0.0065,DRAIN,0,0
41,1701452467,14,1,0.1331,12,0.0018,SRF,1,0
42,1701452822,15,0,0.1351,12,0.0011,NONE,0,0
43,1701452824,16,0,0.1855,11,0.0011,NONE,0,0
44,1701452826,17,0,0.2359,10,0.0011,NONE,0,0
45,1701452828,18,0,0.2863,9,0.0011,NONE,0,0
46,1701452831,19,0,0.3367,8,0.0010,NONE,0,0
47,1701452833,20,0,0.3871,7,0.0010,NONE,0,0
48,1701452835,21,0,0.4375,6,0.0010,NONE,0,0
49,1701452837,22,0,0.4879,5,0.0011,NONE,0,0
50,1701452839,23,0,0.5383,4,0.0010,NONE,0,0
51,1701452842,24,0,0.5887,3,0.0010,NONE,0,0
52,1701453075,24,1,0.5887,3,0.0016,SRF,1,0
